CID	TALENT_NAME	ROLE
3065a878-a965-4c5c-9080-90fe4f3bdd99	Jasika Nicole	ACTOR
3065a878-a965-4c5c-9080-90fe4f3bdd99	Lance Reddick	ACTOR
3065a878-a965-4c5c-9080-90fe4f3bdd99	Akiva Goldsman	PRODUCER
3065a878-a965-4c5c-9080-90fe4f3bdd99	Bryan Burk	PRODUCER
3065a878-a965-4c5c-9080-90fe4f3bdd99	J.J. Abrams	PRODUCER
3065a878-a965-4c5c-9080-90fe4f3bdd99	John Noble	ACTOR
3065a878-a965-4c5c-9080-90fe4f3bdd99	Blair Brown	ACTOR
3065a878-a965-4c5c-9080-90fe4f3bdd99	Jeff Pinkner	PRODUCER
3065a878-a965-4c5c-9080-90fe4f3bdd99	Joshua Jackson	ACTOR
3065a878-a965-4c5c-9080-90fe4f3bdd99	J.H. Wyman	PRODUCER
3065a878-a965-4c5c-9080-90fe4f3bdd99	Anna Torv	ACTOR
3065a878-a965-4c5c-9080-90fe4f3bdd99	Joe Chappelle	PRODUCER
3065a878-a965-4c5c-9080-90fe4f3bdd99	Seth Gabel	ACTOR
58bd59b2-231a-4c51-83ec-e86e6869fe70	Marcos Siega	PRODUCER
58bd59b2-231a-4c51-83ec-e86e6869fe70	Shawn Ashmore	ACTOR
58bd59b2-231a-4c51-83ec-e86e6869fe70	Kevin Bacon	ACTOR
58bd59b2-231a-4c51-83ec-e86e6869fe70	James Purefoy	ACTOR
58bd59b2-231a-4c51-83ec-e86e6869fe70	Kevin Williamson	PRODUCER
58bd59b2-231a-4c51-83ec-e86e6869fe70	Natalie Zea	ACTOR
58bd59b2-231a-4c51-83ec-e86e6869fe70	Jeananne Goossen	ACTOR
743c92fc-fa06-4813-8891-92fbde37f866	Sasha Alexander	ACTOR
743c92fc-fa06-4813-8891-92fbde37f866	Bill Haber	PRODUCER
743c92fc-fa06-4813-8891-92fbde37f866	Bruce McGill	ACTOR
743c92fc-fa06-4813-8891-92fbde37f866	Joel Fields	PRODUCER
743c92fc-fa06-4813-8891-92fbde37f866	Janet Tamaro	PRODUCER
743c92fc-fa06-4813-8891-92fbde37f866	Lorraine Bracco	ACTOR
743c92fc-fa06-4813-8891-92fbde37f866	Angie Harmon	ACTOR
743c92fc-fa06-4813-8891-92fbde37f866	Lee Thompson Young	ACTOR
743c92fc-fa06-4813-8891-92fbde37f866	Jordan Bridges	ACTOR
b57e9d7e-5ad4-412d-840c-7bc18b82d924	Xander Berkeley	ACTOR
b57e9d7e-5ad4-412d-840c-7bc18b82d924	Karen Gaviola	DIRECTOR
b57e9d7e-5ad4-412d-840c-7bc18b82d924	McG	PRODUCER
b57e9d7e-5ad4-412d-840c-7bc18b82d924	Lyndsy Fonseca	ACTOR
b57e9d7e-5ad4-412d-840c-7bc18b82d924	Peter Johnson	PRODUCER
b57e9d7e-5ad4-412d-840c-7bc18b82d924	Melinda Clarke	ACTOR
b57e9d7e-5ad4-412d-840c-7bc18b82d924	Aaron Stanford	ACTOR
b57e9d7e-5ad4-412d-840c-7bc18b82d924	Andrew Colville	ARTISTS
b57e9d7e-5ad4-412d-840c-7bc18b82d924	Andrew Colville	WRITER
b57e9d7e-5ad4-412d-840c-7bc18b82d924	David Levinson	PRODUCER
b57e9d7e-5ad4-412d-840c-7bc18b82d924	Danny Cannon	PRODUCER
b57e9d7e-5ad4-412d-840c-7bc18b82d924	Maggie Q	ACTOR
b57e9d7e-5ad4-412d-840c-7bc18b82d924	Craig Silverstein	PRODUCER
b57e9d7e-5ad4-412d-840c-7bc18b82d924	Shane West	ACTOR
b57e9d7e-5ad4-412d-840c-7bc18b82d924	Maggie	ACTOR
c0bc7399-73d5-4ff9-befc-ac27abcdc997	Lyndsy Fonseca	ACTOR
c0bc7399-73d5-4ff9-befc-ac27abcdc997	Noah Bean	ACTOR
c0bc7399-73d5-4ff9-befc-ac27abcdc997	Maggie Q	ACTOR
c0bc7399-73d5-4ff9-befc-ac27abcdc997	David Levinson	PRODUCER
c0bc7399-73d5-4ff9-befc-ac27abcdc997	Dillon Casey	ACTOR
c0bc7399-73d5-4ff9-befc-ac27abcdc997	Xander Berkeley	ACTOR
c0bc7399-73d5-4ff9-befc-ac27abcdc997	Melinda Clarke	ACTOR
c0bc7399-73d5-4ff9-befc-ac27abcdc997	Aaron Stanford	ACTOR
c0bc7399-73d5-4ff9-befc-ac27abcdc997	Craig Silverstein	PRODUCER
c0bc7399-73d5-4ff9-befc-ac27abcdc997	Shane West	ACTOR
f940b350-2410-4a21-a466-7056cb245793	Jeff Pinkner	PRODUCER
f940b350-2410-4a21-a466-7056cb245793	J.J. Abrams	PRODUCER
f940b350-2410-4a21-a466-7056cb245793	Blair Brown	ACTOR
f940b350-2410-4a21-a466-7056cb245793	John Noble	ACTOR
f940b350-2410-4a21-a466-7056cb245793	Joshua Jackson	ACTOR
f940b350-2410-4a21-a466-7056cb245793	Seth Gabel	ACTOR
f940b350-2410-4a21-a466-7056cb245793	J.H. Wyman	PRODUCER
f940b350-2410-4a21-a466-7056cb245793	Jasika Nicole	ACTOR
f940b350-2410-4a21-a466-7056cb245793	Bryan Burk	PRODUCER
f940b350-2410-4a21-a466-7056cb245793	Lance Reddick	ACTOR
f940b350-2410-4a21-a466-7056cb245793	Joe Chappelle	PRODUCER
f940b350-2410-4a21-a466-7056cb245793	Anna Torv	ACTOR
urn:dece:cid:eidr-s:0025-44D7-EBBC-8202-1609-Y	NA	Writer
urn:dece:cid:eidr-s:0025-44D7-EBBC-8202-1609-Y	NA	Director
urn:dece:cid:eidr-s:0025-44D7-EBBC-8202-1609-Y	NA	Producer
urn:dece:cid:eidr-s:0025-44D7-EBBC-8202-1609-Y	NA	Actor
urn:dece:cid:eidr-s:0029-00A2-8087-2C4C-39C3-3	Kaley Cuoco	ACTOR
urn:dece:cid:eidr-s:0029-00A2-8087-2C4C-39C3-3	Simon Helberg	ACTOR
urn:dece:cid:eidr-s:0029-00A2-8087-2C4C-39C3-3	Kunal Nayyar	ACTOR
urn:dece:cid:eidr-s:0029-00A2-8087-2C4C-39C3-3	Mayim Bialik	ACTOR
urn:dece:cid:eidr-s:0029-00A2-8087-2C4C-39C3-3	Melissa Rauch	ACTOR
urn:dece:cid:eidr-s:0029-00A2-8087-2C4C-39C3-3	Chuck Lorre	PRODUCER
urn:dece:cid:eidr-s:0029-00A2-8087-2C4C-39C3-3	Jim Parsons	ACTOR
urn:dece:cid:eidr-s:0029-00A2-8087-2C4C-39C3-3	Steven Molaro	PRODUCER
urn:dece:cid:eidr-s:0029-00A2-8087-2C4C-39C3-3	Bill Prady	PRODUCER
urn:dece:cid:eidr-s:0029-00A2-8087-2C4C-39C3-3	Johnny Galecki	ACTOR
urn:dece:cid:eidr-s:003F-6E76-EC32-8C68-3D7B-4	NA	Producer
urn:dece:cid:eidr-s:003F-6E76-EC32-8C68-3D7B-4	NA	Actor
urn:dece:cid:eidr-s:003F-6E76-EC32-8C68-3D7B-4	NA	Writer
urn:dece:cid:eidr-s:003F-6E76-EC32-8C68-3D7B-4	NA	Director
urn:dece:cid:eidr-s:00D3-0269-49A0-A68B-B9D4-1	Kat Graham	ACTOR
urn:dece:cid:eidr-s:00D3-0269-49A0-A68B-B9D4-1	Paul Wesley	ACTOR
urn:dece:cid:eidr-s:00D3-0269-49A0-A68B-B9D4-1	Zach Roerig	ACTOR
urn:dece:cid:eidr-s:00D3-0269-49A0-A68B-B9D4-1	Ian Somerhalder	ACTOR
urn:dece:cid:eidr-s:00D3-0269-49A0-A68B-B9D4-1	Candice Accola	ACTOR
urn:dece:cid:eidr-s:00D3-0269-49A0-A68B-B9D4-1	Matt Davis	ACTOR
urn:dece:cid:eidr-s:00D3-0269-49A0-A68B-B9D4-1	Michael Malarkey	ACTOR
urn:dece:cid:eidr-s:00F2-5D49-315B-CBED-F4F1-H	Jensen Ackles	ACTOR
urn:dece:cid:eidr-s:00F2-5D49-315B-CBED-F4F1-H	Robert Singer	PRODUCER
urn:dece:cid:eidr-s:00F2-5D49-315B-CBED-F4F1-H	Jeremy Carver	PRODUCER
urn:dece:cid:eidr-s:00F2-5D49-315B-CBED-F4F1-H	Adam Glass	PRODUCER
urn:dece:cid:eidr-s:00F2-5D49-315B-CBED-F4F1-H	McG	PRODUCER
urn:dece:cid:eidr-s:00F2-5D49-315B-CBED-F4F1-H	Jared Padalecki	ACTOR
urn:dece:cid:eidr-s:00F2-5D49-315B-CBED-F4F1-H	Phil Sgriccia	PRODUCER
urn:dece:cid:eidr-s:00F2-5D49-315B-CBED-F4F1-H	Misha Collins	ACTOR
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	Jim Krieg	WRITER
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	Phil LaMarr	ACTOR
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	James Arnold Taylor	ACTOR
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	Andy Milder	ACTOR
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	Brandon Vietti	PRODUCER
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	Rick Morales	DIRECTOR
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	Troy Baker	ACTOR
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	Grey Griffin	ACTOR
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	Khary Payton	ACTOR
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	Jessica DiCicco	ACTOR
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	Jim Krieg	ARTISTS
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	Nolan North	ACTOR
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	Yuri Lowenthal	ACTOR
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	Josh Keaton	ACTOR
urn:dece:cid:eidr-s:01DC-D0F1-8BC5-80C3-2DC8-U	Kari Walhgren	ACTOR
urn:dece:cid:eidr-s:02C0-DA11-8656-23E1-5B8E-1	Kat Graham	ACTOR
urn:dece:cid:eidr-s:02C0-DA11-8656-23E1-5B8E-1	Matt Davis	ACTOR
urn:dece:cid:eidr-s:02C0-DA11-8656-23E1-5B8E-1	Ian Somerhalder	ACTOR
urn:dece:cid:eidr-s:02C0-DA11-8656-23E1-5B8E-1	Paul Wesley	ACTOR
urn:dece:cid:eidr-s:02C0-DA11-8656-23E1-5B8E-1	Zach Roerig	ACTOR
urn:dece:cid:eidr-s:02C0-DA11-8656-23E1-5B8E-1	Candice Accola	ACTOR
urn:dece:cid:eidr-s:02C0-DA11-8656-23E1-5B8E-1	Michael Malarkey	ACTOR
urn:dece:cid:eidr-s:02DC-FD19-0916-11E3-AB28-S	NA	Producer
urn:dece:cid:eidr-s:02DC-FD19-0916-11E3-AB28-S	NA	Director
urn:dece:cid:eidr-s:02DC-FD19-0916-11E3-AB28-S	NA	Actor
urn:dece:cid:eidr-s:02DC-FD19-0916-11E3-AB28-S	NA	Writer
urn:dece:cid:eidr-s:02F9-5FDA-A3D3-70CD-9A1D-1	Tom Cavanagh	ACTOR
urn:dece:cid:eidr-s:02F9-5FDA-A3D3-70CD-9A1D-1	Rick Cosnett	ACTOR
urn:dece:cid:eidr-s:02F9-5FDA-A3D3-70CD-9A1D-1	Grant Gustin	ACTOR
urn:dece:cid:eidr-s:02F9-5FDA-A3D3-70CD-9A1D-1	Danielle Panabaker	ACTOR
urn:dece:cid:eidr-s:02F9-5FDA-A3D3-70CD-9A1D-1	Candice Patton	ACTOR
urn:dece:cid:eidr-s:02F9-5FDA-A3D3-70CD-9A1D-1	Carlos Valdes	ACTOR
urn:dece:cid:eidr-s:02F9-5FDA-A3D3-70CD-9A1D-1	Jesse L. Martin	ACTOR
urn:dece:cid:eidr-s:03BA-2CCA-6249-4A94-9200-R	Phoebe Tonkin	ACTOR
urn:dece:cid:eidr-s:03BA-2CCA-6249-4A94-9200-R	Danielle Campbell	ACTOR
urn:dece:cid:eidr-s:03BA-2CCA-6249-4A94-9200-R	Leah Pipes	ACTOR
urn:dece:cid:eidr-s:03BA-2CCA-6249-4A94-9200-R	Joseph Morgan	ACTOR
urn:dece:cid:eidr-s:03BA-2CCA-6249-4A94-9200-R	Charles Michael Davis	ACTOR
urn:dece:cid:eidr-s:03BA-2CCA-6249-4A94-9200-R	Daniel Gillies	ACTOR
urn:dece:cid:eidr-s:0468-98B6-D80B-0AA4-896E-N	Devon Bostick	ACTOR
urn:dece:cid:eidr-s:0468-98B6-D80B-0AA4-896E-N	Paige Turco	ACTOR
urn:dece:cid:eidr-s:0468-98B6-D80B-0AA4-896E-N	Henry Ian Cusick	ACTOR
urn:dece:cid:eidr-s:0468-98B6-D80B-0AA4-896E-N	Christopher Larkin	ACTOR
urn:dece:cid:eidr-s:0468-98B6-D80B-0AA4-896E-N	Elizabeth Craft	PRODUCER
urn:dece:cid:eidr-s:0468-98B6-D80B-0AA4-896E-N	Jason Rothenberg	PRODUCER
urn:dece:cid:eidr-s:0468-98B6-D80B-0AA4-896E-N	Thomas McDonell	ACTOR
urn:dece:cid:eidr-s:0468-98B6-D80B-0AA4-896E-N	Marie Avgeropoulos	ACTOR
urn:dece:cid:eidr-s:0468-98B6-D80B-0AA4-896E-N	Eliza Taylor	ACTOR
urn:dece:cid:eidr-s:0468-98B6-D80B-0AA4-896E-N	Sarah Fain	PRODUCER
urn:dece:cid:eidr-s:0468-98B6-D80B-0AA4-896E-N	Bob Morley	ACTOR
urn:dece:cid:eidr-s:0468-98B6-D80B-0AA4-896E-N	Isaiah Washington	ACTOR
urn:dece:cid:eidr-s:0468-98B6-D80B-0AA4-896E-N	Gina Girolamo	PRODUCER
urn:dece:cid:eidr-s:0468-98B6-D80B-0AA4-896E-N	Leslie Morgenstein	PRODUCER
urn:dece:cid:eidr-s:04DD-2C14-E779-0106-E01A-S	NA	Writer
urn:dece:cid:eidr-s:04DD-2C14-E779-0106-E01A-S	NA	Producer
urn:dece:cid:eidr-s:04DD-2C14-E779-0106-E01A-S	NA	Actor
urn:dece:cid:eidr-s:04DD-2C14-E779-0106-E01A-S	NA	Director
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	Emma Greenwell	ACTOR
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	Andrew Stern	PRODUCER
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	Joan Cusack	ACTOR
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	John Wells	PRODUCER
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	Jeremy Allen White	ACTOR
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	Emmy Rossum	ACTOR
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	Cameron Monaghan	ACTOR
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	Nancy M. Pimental	PRODUCER
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	Steve Howey	ACTOR
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	William H. Macy	ACTOR
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	Jake McDorman	ACTOR
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	Ethan Cutkosky	ACTOR
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	Shanola Hampton	ACTOR
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	Noel Fisher	ACTOR
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	Emma Kenney	ACTOR
urn:dece:cid:eidr-s:050F-1D86-153C-0F10-BB9C-F	Mark Mylod	PRODUCER
urn:dece:cid:eidr-s:0568-9EA0-2B19-74C3-D9D5-1	Grant Gustin	ACTOR
urn:dece:cid:eidr-s:0568-9EA0-2B19-74C3-D9D5-1	Danielle Panabaker	ACTOR
urn:dece:cid:eidr-s:0568-9EA0-2B19-74C3-D9D5-1	Jesse L. Martin	ACTOR
urn:dece:cid:eidr-s:0568-9EA0-2B19-74C3-D9D5-1	Tom Cavanagh	ACTOR
urn:dece:cid:eidr-s:0568-9EA0-2B19-74C3-D9D5-1	Candice Patton	ACTOR
urn:dece:cid:eidr-s:0568-9EA0-2B19-74C3-D9D5-1	Rick Cosnett	ACTOR
urn:dece:cid:eidr-s:0568-9EA0-2B19-74C3-D9D5-1	Carlos Valdes	ACTOR
urn:dece:cid:eidr-s:0585-96C5-86D6-2941-EC6F-4	Leslie Morgenstein	PRODUCER
urn:dece:cid:eidr-s:0585-96C5-86D6-2941-EC6F-4	Charles Michael Davis	ACTOR
urn:dece:cid:eidr-s:0585-96C5-86D6-2941-EC6F-4	Phoebe Tonkin	ACTOR
urn:dece:cid:eidr-s:0585-96C5-86D6-2941-EC6F-4	Julie Plec	PRODUCER
urn:dece:cid:eidr-s:0585-96C5-86D6-2941-EC6F-4	Claire Holt	ACTOR
urn:dece:cid:eidr-s:0585-96C5-86D6-2941-EC6F-4	Joseph Morgan	ACTOR
urn:dece:cid:eidr-s:0585-96C5-86D6-2941-EC6F-4	Daniel Gillies	ACTOR
urn:dece:cid:eidr-s:0585-96C5-86D6-2941-EC6F-4	Leah Pipes	ACTOR
urn:dece:cid:eidr-s:0585-96C5-86D6-2941-EC6F-4	Danielle Campbell	ACTOR
urn:dece:cid:eidr-s:0585-96C5-86D6-2941-EC6F-4	Daniella Pineda	ACTOR
urn:dece:cid:eidr-s:0585-96C5-86D6-2941-EC6F-4	Gina Girolamo	PRODUCER
urn:dece:cid:eidr-s:05B8-32C5-92E8-8797-338B-V	NA	Actor
urn:dece:cid:eidr-s:05B8-32C5-92E8-8797-338B-V	NA	Writer
urn:dece:cid:eidr-s:05B8-32C5-92E8-8797-338B-V	NA	Director
urn:dece:cid:eidr-s:05B8-32C5-92E8-8797-338B-V	NA	Producer
urn:dece:cid:eidr-s:0690-E39A-0F3F-2D8E-2C24-9	David Ramsey	ACTOR
urn:dece:cid:eidr-s:0690-E39A-0F3F-2D8E-2C24-9	Katie Cassidy	ACTOR
urn:dece:cid:eidr-s:0690-E39A-0F3F-2D8E-2C24-9	Greg Berlanti	PRODUCER
urn:dece:cid:eidr-s:0690-E39A-0F3F-2D8E-2C24-9	Paul Blackthorne	ACTOR
urn:dece:cid:eidr-s:0690-E39A-0F3F-2D8E-2C24-9	Colton Haynes	ACTOR
urn:dece:cid:eidr-s:0690-E39A-0F3F-2D8E-2C24-9	Manu Bennett	ACTOR
urn:dece:cid:eidr-s:0690-E39A-0F3F-2D8E-2C24-9	Willa Holland	ACTOR
urn:dece:cid:eidr-s:0690-E39A-0F3F-2D8E-2C24-9	Stephen Amell	ACTOR
urn:dece:cid:eidr-s:0690-E39A-0F3F-2D8E-2C24-9	Susanna Thompson	ACTOR
urn:dece:cid:eidr-s:0690-E39A-0F3F-2D8E-2C24-9	Marc Guggenheim	PRODUCER
urn:dece:cid:eidr-s:0690-E39A-0F3F-2D8E-2C24-9	Andrew Kreisberg	PRODUCER
urn:dece:cid:eidr-s:0690-E39A-0F3F-2D8E-2C24-9	Emily Bett Rickards	ACTOR
urn:dece:cid:eidr-s:074C-280B-AE7F-E99B-DB99-J	Eugenie Ross-leming	ARTISTS
urn:dece:cid:eidr-s:074C-280B-AE7F-E99B-DB99-J	Jeremy Carver	PRODUCER
urn:dece:cid:eidr-s:074C-280B-AE7F-E99B-DB99-J	Mark A. Sheppard	ACTOR
urn:dece:cid:eidr-s:074C-280B-AE7F-E99B-DB99-J	Robert Singer	DIRECTOR
urn:dece:cid:eidr-s:074C-280B-AE7F-E99B-DB99-J	Phil Sgriccia	PRODUCER
urn:dece:cid:eidr-s:074C-280B-AE7F-E99B-DB99-J	Robert Singer	PRODUCER
urn:dece:cid:eidr-s:074C-280B-AE7F-E99B-DB99-J	Brad Buckner	WRITER
urn:dece:cid:eidr-s:074C-280B-AE7F-E99B-DB99-J	Eugenie Ross-leming	WRITER
urn:dece:cid:eidr-s:074C-280B-AE7F-E99B-DB99-J	Jensen Ackles	ACTOR
urn:dece:cid:eidr-s:074C-280B-AE7F-E99B-DB99-J	Jared Padalecki	ACTOR
urn:dece:cid:eidr-s:074C-280B-AE7F-E99B-DB99-J	Misha Collins	ACTOR
urn:dece:cid:eidr-s:074C-280B-AE7F-E99B-DB99-J	Brad Buckner	ARTISTS
urn:dece:cid:eidr-s:0754-3EAF-C744-07AE-10E3-Q	NA	Producer
urn:dece:cid:eidr-s:0754-3EAF-C744-07AE-10E3-Q	NA	Actor
urn:dece:cid:eidr-s:0754-3EAF-C744-07AE-10E3-Q	NA	Writer
urn:dece:cid:eidr-s:0754-3EAF-C744-07AE-10E3-Q	NA	Director
urn:dece:cid:eidr-s:079B-5CAB-B8C1-7A7C-3A96-U	Eric Kripke	PRODUCER
urn:dece:cid:eidr-s:079B-5CAB-B8C1-7A7C-3A96-U	J.J. Abrams	PRODUCER
urn:dece:cid:eidr-s:079B-5CAB-B8C1-7A7C-3A96-U	J.D. Pardo	ACTOR
urn:dece:cid:eidr-s:079B-5CAB-B8C1-7A7C-3A96-U	Jon Favreau	PRODUCER
urn:dece:cid:eidr-s:079B-5CAB-B8C1-7A7C-3A96-U	Zak Orth	ACTOR
urn:dece:cid:eidr-s:079B-5CAB-B8C1-7A7C-3A96-U	Giancarlo Esposito	ACTOR
urn:dece:cid:eidr-s:079B-5CAB-B8C1-7A7C-3A96-U	Tracy Spiridakos	ACTOR
urn:dece:cid:eidr-s:079B-5CAB-B8C1-7A7C-3A96-U	David Lyons	ACTOR
urn:dece:cid:eidr-s:079B-5CAB-B8C1-7A7C-3A96-U	Bryan Burk	PRODUCER
urn:dece:cid:eidr-s:079B-5CAB-B8C1-7A7C-3A96-U	Elizabeth Mitchell	ACTOR
urn:dece:cid:eidr-s:079B-5CAB-B8C1-7A7C-3A96-U	Rockne S. O'Bannon	PRODUCER
urn:dece:cid:eidr-s:079B-5CAB-B8C1-7A7C-3A96-U	Billy Burke	ACTOR
urn:dece:cid:eidr-s:079B-5CAB-B8C1-7A7C-3A96-U	Daniella Alonso	ACTOR
urn:dece:cid:eidr-s:07D5-DA19-C0D6-0A9E-B5A8-6	NA	Director
urn:dece:cid:eidr-s:07D5-DA19-C0D6-0A9E-B5A8-6	NA	Actor
urn:dece:cid:eidr-s:07D5-DA19-C0D6-0A9E-B5A8-6	NA	Producer
urn:dece:cid:eidr-s:07D5-DA19-C0D6-0A9E-B5A8-6	NA	Writer
urn:dece:cid:eidr-s:0824-48B8-1148-C9CB-6647-A	Thomas McDonell	ACTOR
urn:dece:cid:eidr-s:0824-48B8-1148-C9CB-6647-A	Henry Ian Cusick	ACTOR
urn:dece:cid:eidr-s:0824-48B8-1148-C9CB-6647-A	Christopher Larkin	ACTOR
urn:dece:cid:eidr-s:0824-48B8-1148-C9CB-6647-A	Paige Turco	ACTOR
urn:dece:cid:eidr-s:0824-48B8-1148-C9CB-6647-A	Jason Rothenberg	PRODUCER
urn:dece:cid:eidr-s:0824-48B8-1148-C9CB-6647-A	Eliza Taylor	ACTOR
urn:dece:cid:eidr-s:0824-48B8-1148-C9CB-6647-A	Elizabeth Craft	PRODUCER
urn:dece:cid:eidr-s:0824-48B8-1148-C9CB-6647-A	Devon Bostick	ACTOR
urn:dece:cid:eidr-s:0824-48B8-1148-C9CB-6647-A	Leslie Morgenstein	PRODUCER
urn:dece:cid:eidr-s:0824-48B8-1148-C9CB-6647-A	Isaiah Washington	ACTOR
urn:dece:cid:eidr-s:0824-48B8-1148-C9CB-6647-A	Sarah Fain	PRODUCER
urn:dece:cid:eidr-s:0824-48B8-1148-C9CB-6647-A	Bob Morley	ACTOR
urn:dece:cid:eidr-s:0824-48B8-1148-C9CB-6647-A	Marie Avgeropoulos	ACTOR
urn:dece:cid:eidr-s:0824-48B8-1148-C9CB-6647-A	Gina Girolamo	PRODUCER
urn:dece:cid:eidr-s:0873-0DFF-66B6-07A5-A5F1-2	NA	Producer
urn:dece:cid:eidr-s:0873-0DFF-66B6-07A5-A5F1-2	NA	Actor
urn:dece:cid:eidr-s:0873-0DFF-66B6-07A5-A5F1-2	NA	Writer
urn:dece:cid:eidr-s:0873-0DFF-66B6-07A5-A5F1-2	NA	Director
urn:dece:cid:eidr-s:087C-39E4-A1C9-A188-22FC-5	Robert Singer	PRODUCER
urn:dece:cid:eidr-s:087C-39E4-A1C9-A188-22FC-5	Eugenie Ross-leming	ARTISTS
urn:dece:cid:eidr-s:087C-39E4-A1C9-A188-22FC-5	Robert Singer	DIRECTOR
urn:dece:cid:eidr-s:087C-39E4-A1C9-A188-22FC-5	Phil Sgriccia	PRODUCER
urn:dece:cid:eidr-s:087C-39E4-A1C9-A188-22FC-5	Eugenie Ross-leming	WRITER
urn:dece:cid:eidr-s:087C-39E4-A1C9-A188-22FC-5	Brad Buckner	WRITER
urn:dece:cid:eidr-s:087C-39E4-A1C9-A188-22FC-5	Jensen Ackles	ACTOR
urn:dece:cid:eidr-s:087C-39E4-A1C9-A188-22FC-5	Jared Padalecki	ACTOR
urn:dece:cid:eidr-s:087C-39E4-A1C9-A188-22FC-5	Jeremy Carver	PRODUCER
urn:dece:cid:eidr-s:087C-39E4-A1C9-A188-22FC-5	Mark A. Sheppard	ACTOR
urn:dece:cid:eidr-s:087C-39E4-A1C9-A188-22FC-5	Misha Collins	ACTOR
urn:dece:cid:eidr-s:087C-39E4-A1C9-A188-22FC-5	Brad Buckner	ARTISTS
urn:dece:cid:eidr-s:0885-5ABB-CEFA-15F8-0A79-1	NA	Writer
urn:dece:cid:eidr-s:0885-5ABB-CEFA-15F8-0A79-1	NA	Actor
urn:dece:cid:eidr-s:0885-5ABB-CEFA-15F8-0A79-1	NA	Director
urn:dece:cid:eidr-s:0885-5ABB-CEFA-15F8-0A79-1	NA	Producer
urn:dece:cid:eidr-s:08BE-2D0D-AE5E-1939-F165-I	Phoebe Tonkin	ACTOR
urn:dece:cid:eidr-s:08BE-2D0D-AE5E-1939-F165-I	Charles Michael Davis	ACTOR
urn:dece:cid:eidr-s:08BE-2D0D-AE5E-1939-F165-I	Claire Holt	ACTOR
urn:dece:cid:eidr-s:08BE-2D0D-AE5E-1939-F165-I	Leslie Morgenstein	PRODUCER
urn:dece:cid:eidr-s:08BE-2D0D-AE5E-1939-F165-I	Daniel Gillies	ACTOR
urn:dece:cid:eidr-s:08BE-2D0D-AE5E-1939-F165-I	Leah Pipes	ACTOR
urn:dece:cid:eidr-s:08BE-2D0D-AE5E-1939-F165-I	Julie Plec	PRODUCER
urn:dece:cid:eidr-s:08BE-2D0D-AE5E-1939-F165-I	Danielle Campbell	ACTOR
urn:dece:cid:eidr-s:08BE-2D0D-AE5E-1939-F165-I	Daniella Pineda	ACTOR
urn:dece:cid:eidr-s:08BE-2D0D-AE5E-1939-F165-I	Gina Girolamo	PRODUCER
urn:dece:cid:eidr-s:08BE-2D0D-AE5E-1939-F165-I	Joseph Morgan	ACTOR
urn:dece:cid:eidr-s:08F3-4027-94F6-EBC3-0BBD-X	Leah Pipes	ACTOR
urn:dece:cid:eidr-s:08F3-4027-94F6-EBC3-0BBD-X	Danielle Campbell	ACTOR
urn:dece:cid:eidr-s:08F3-4027-94F6-EBC3-0BBD-X	Phoebe Tonkin	ACTOR
urn:dece:cid:eidr-s:08F3-4027-94F6-EBC3-0BBD-X	Joseph Morgan	ACTOR
